osm_id,addr_street,addr_housenumber,amenity,name,brand,operator,ref,wheelchair,internet_access,opening_hours,drive_through,building,cuisine,capacity,tourism,osm_user,osm_timestamp,tags
"299983752",,,pub,Le Saint-Roch,,,,,,,,,,,,,2013-02-17T19:53:19Z,"""name""=>""Le Saint-Roch"", ""amenity""=>""pub"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2013-02-17T19:53:19Z"""
"306651453",,,restaurant,,,,,,,,,,,,,,2008-10-23T19:55:25Z,"""layer""=>""5"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""1"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2008-10-23T19:55:25Z"""
"317556807",,,restaurant,Au Père Tranquille,,,,no,,,,,,,,,2013-09-19T13:32:10Z,"""name""=>""Au Père Tranquille"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2013-09-19T13:32:10Z"""
"317557164",,,restaurant,Brasserie Midi Café,,,,,,,,,,,,,2020-09-14T07:06:45Z,"""name""=>""Brasserie Midi Café"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-09-14T07:06:45Z"", ""opening_hours:covid19""=>""off"""
"318157171",Place Émile Combes,"17",cafe,Gaïa,,,,yes,,Mo-Fr 07:00-19:00,,,,,,,2023-11-27T11:24:47Z,"""name""=>""Gaïa"", ""phone""=>""+33 4 67 72 35 25"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""yes"", ""addr:street""=>""Place Émile Combes"", ""osm_version""=>""9"", ""addr:postcode""=>""34090"", ""opening_hours""=>""Mo-Fr 07:00-19:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-11-27T11:24:47Z"", ""addr:housenumber""=>""17"""
"323130276",Place de France,"1",restaurant,3 Brasseurs,3 Brasseurs,,,yes,,11:30-01:00,,,"burger;pizza;seafood",,,,2023-11-23T09:16:48Z,"""dog""=>""yes"", ""name""=>""3 Brasseurs"", ""brand""=>""3 Brasseurs"", ""email""=>""comptoir.brasseurs@gmail.com"", ""layer""=>""5"", ""phone""=>""+33 4 67 20 14 48"", ""amenity""=>""restaurant"", ""brewery""=>""yes"", ""cuisine""=>""burger;pizza;seafood"", ""name:en""=>""3 Brewers"", ""osm_uid""=>""0"", ""website""=>""https://www.3brasseurs.com/"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""yes"", ""addr:street""=>""Place de France"", ""osm_version""=>""13"", ""addr:country""=>""FR"", ""microbrewery""=>""yes"", ""addr:postcode""=>""34000"", ""official_name""=>""Les 3 Brasseurs"", ""opening_hours""=>""11:30-01:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-11-23T09:16:48Z"", ""brand:wikidata""=>""Q3230326"", ""entrance:width""=>""1.8"", ""brand:wikipedia""=>""fr:Les 3 Brasseurs"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""1"", ""air_conditioning""=>""yes"", ""toilets:wheelchair""=>""yes"", ""entrance:step_count""=>""0"", ""entrance:step:height""=>""0"", ""wheelchair:description""=>""portes toilettes un peu lourdes, pente accessible pour PMR"""
"323141644",Allée Ulysse,,restaurant,Il Ristorante,,,,,,"Su-Th 11:30-15:00,18:00-22:30; Fr-Sa 11:30-15:00,18:00-23:30",,,"pizza;italian",,,,2019-12-20T19:28:47Z,"""name""=>""Il Ristorante"", ""phone""=>""+33 4 67 64 91 20"", ""amenity""=>""restaurant"", ""cuisine""=>""pizza;italian"", ""osm_uid""=>""0"", ""website""=>""https://www.ilristorante.fr"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""addr:street""=>""Allée Ulysse"", ""osm_version""=>""7"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Su-Th 11:30-15:00,18:00-22:30; Fr-Sa 11:30-15:00,18:00-23:30"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-12-20T19:28:47Z"", ""outdoor_seating""=>""yes"", ""air_conditioning""=>""yes"""
"323143810",Allée Ulysse,,restaurant,Bistro Régent,,,,,,"Su-We 11:45-14:30,18:45-22:45; Th 11:45-14:30,18:45-23:00; Fr,Sa 11:45-14:30,18:45-23:15",,,french,,,,2022-09-21T10:39:09Z,"""name""=>""Bistro Régent"", ""layer""=>""5"", ""phone""=>""+33 4 67 67 90 00"", ""amenity""=>""restaurant"", ""cuisine""=>""french"", ""osm_uid""=>""0"", ""website""=>""https://www.bistro-regent.fr"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""addr:street""=>""Allée Ulysse"", ""osm_version""=>""4"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Su-We 11:45-14:30,18:45-22:45; Th 11:45-14:30,18:45-23:00; Fr,Sa 11:45-14:30,18:45-23:15"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2022-09-21T10:39:09Z"", ""outdoor_seating""=>""yes"""
"323143811","Allée Ulysse;Place de France","1",restaurant,Au Bureau,Au Bureau,,,yes,,"Su-Th 11:30-23:30; Fr-Sa 11:30-01:00",,,"french;american;european",,,,2021-10-16T11:58:19Z,"""name""=>""Au Bureau"", ""brand""=>""Au Bureau"", ""layer""=>""5"", ""phone""=>""+33 4 99 53 81 24"", ""amenity""=>""restaurant"", ""cuisine""=>""french;american;european"", ""osm_uid""=>""0"", ""website""=>""https://aubureau-montpellier.fr"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""yes"", ""addr:street""=>""Allée Ulysse;Place de France"", ""osm_version""=>""13"", ""addr:country""=>""FR"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Su-Th 11:30-23:30; Fr-Sa 11:30-01:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2021-10-16T11:58:19Z"", ""brand:wikidata""=>""Q100701566"", ""entrance:width""=>""1.8"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""1"", ""air_conditioning""=>""yes"", ""toilets:wheelchair""=>""yes"", ""entrance:step_count""=>""0"", ""entrance:step:height""=>""0"", ""wheelchair:description""=>""2 toilettes accessibles hommes et femmes séparées"""
"323143813",Place de France,"66",restaurant,Casa Inesa,,,,yes,,"Mo-Th 12:00-14:30,19:00-22:45, Fr 12:00-14:30,19:00-23:15, Sa 12:00-15:00,19:00-23:15, Su 12:00-15:00,19:00-22:45",,,"italian;pizza",,,,2019-12-20T19:28:47Z,"""name""=>""Casa Inesa"", ""layer""=>""5"", ""phone""=>""+33 4 67 42 66 66"", ""amenity""=>""restaurant"", ""cuisine""=>""italian;pizza"", ""osm_uid""=>""0"", ""website""=>""https://www.casainesa.com"", ""old_name""=>""Route 66"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""yes"", ""addr:street""=>""Place de France"", ""osm_version""=>""11"", ""addr:postcode""=>""34000"", ""opening_hours""=>""Mo-Th 12:00-14:30,19:00-22:45, Fr 12:00-14:30,19:00-23:15, Sa 12:00-15:00,19:00-23:15, Su 12:00-15:00,19:00-22:45"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-12-20T19:28:47Z"", ""entrance:width""=>""1.8"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""66"", ""air_conditioning""=>""yes"", ""wheelchair:description""=>""Espace à l'étage accessible PMR"""
"323149540",Allée Ulysse,,fast_food,Subway,Subway,,,limited,,09:00-23:00,,,sandwich,,,,2022-09-12T11:55:41Z,"""name""=>""Subway"", ""brand""=>""Subway"", ""layer""=>""5"", ""phone""=>""+33 4 67 71 75 94"", ""amenity""=>""fast_food"", ""cuisine""=>""sandwich"", ""osm_uid""=>""0"", ""website""=>""https://www.subway.com"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""wheelchair""=>""limited"", ""addr:street""=>""Allée Ulysse"", ""osm_version""=>""13"", ""addr:postcode""=>""34000"", ""opening_hours""=>""09:00-23:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2022-09-12T11:55:41Z"", ""brand:wikidata""=>""Q244457"", ""brand:wikipedia""=>""en:Subway (restaurant)"", ""wheelchair:description""=>""Toilettes pas très accessibles, Poubelles pas au bon endroit, fermeture difficile de la porte"", ""check_date:opening_hours""=>""2022-09-12"""
"333780536",Place de Lisbonne,"2",fast_food,Burger King,Burger King,,,,,11:00-23:00,no,,burger,,,,2021-10-16T11:59:29Z,"""name""=>""Burger King"", ""brand""=>""Burger King"", ""phone""=>""+33 4 11 57 01 37"", ""amenity""=>""fast_food"", ""cuisine""=>""burger"", ""osm_uid""=>""0"", ""website""=>""https://www.burgerking.fr/restaurant/montpellier-odysseum"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""addr:city""=>""Montpellier"", ""addr:street""=>""Place de Lisbonne"", ""osm_version""=>""6"", ""addr:postcode""=>""34000"", ""drive_through""=>""no"", ""opening_hours""=>""11:00-23:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2021-10-16T11:59:29Z"", ""brand:wikidata""=>""Q177054"", ""brand:wikipedia""=>""en:Burger King"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""2"""
"363446917",,,restaurant,Pizzeria,,,,,,,,,,,,,2015-08-17T16:20:12Z,"""name""=>""Pizzeria"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2015-08-17T16:20:12Z"""
"462688949",Avenue de Saint-Maur,"820",restaurant,La Réserve Rimbaud,,,,,,,,,,,,,2019-12-13T21:51:18Z,"""name""=>""La Réserve Rimbaud"", ""phone""=>""+33467725253"", ""stars""=>""1"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""website""=>""http://reserve-rimbaud.com/"", ""osm_user""=>"""", ""wikidata""=>""Q59140912"", ""addr:city""=>""Montpellier"", ""addr:street""=>""Avenue de Saint-Maur"", ""osm_version""=>""6"", ""addr:country""=>""FR"", ""addr:postcode""=>""34000"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-12-13T21:51:18Z"", ""addr:housenumber""=>""820"""
"466906166",,,cafe,Café Paume,,,,no,,,,,,,,,2023-06-12T12:44:18Z,"""name""=>""Café Paume"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""6"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-06-12T12:44:18Z"""
"466906172",,,fast_food,McDonald's,McDonald's,,,yes,,,,,burger,,,,2023-12-01T20:02:00Z,"""name""=>""McDonald's"", ""brand""=>""McDonald's"", ""amenity""=>""fast_food"", ""cuisine""=>""burger"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""wheelchair""=>""yes"", ""osm_version""=>""9"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-12-01T20:02:00Z"", ""brand:wikidata""=>""Q38076"", ""brand:wikipedia""=>""fr:McDonald's"""
"466917632",,,cafe,Le Bistrot Victoria,,,,no,,,,,,,,,2023-04-13T05:43:12Z,"""name""=>""Le Bistrot Victoria"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""check_date""=>""2023-04-12"", ""wheelchair""=>""no"", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-04-13T05:43:12Z"", ""wheelchair:step_height""=>""13"", ""wheelchair:entrance_width""=>""73"""
"479160973",Rue Jules Grévy,"2",bar,Backstage,,,,yes,,,,,,,,,2023-03-11T10:31:10Z,"""name""=>""Backstage"", ""phone""=>""+33 4 67 03 01 79"", ""amenity""=>""bar"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""addr:street""=>""Rue Jules Grévy"", ""osm_version""=>""5"", ""survey:date""=>""2023-03-11"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-03-11T10:31:10Z"", ""addr:housenumber""=>""2"""
"500218989",,,bar,Le Charleston,,,,,,,,,,,,,2016-06-17T09:49:22Z,"""name""=>""Le Charleston"", ""amenity""=>""bar"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""2"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2016-06-17T09:49:22Z"""
"500220137",,,bar,,,,,no,,,,,,,,,2011-10-05T21:51:13Z,"""amenity""=>""bar"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2011-10-05T21:51:13Z"""
"553101146",,,restaurant,Le Jardinet,,,,,,,,,,,,,2013-11-11T19:01:54Z,"""name""=>""Le Jardinet"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""7"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2013-11-11T19:01:54Z"""
"553101443",,,restaurant,L'Escapade,,,,,,,,,,,,,2012-12-10T22:10:47Z,"""name""=>""L'Escapade"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""6"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-12-10T22:10:47Z"""
"559934533",Rue de la Ducque,"182",restaurant,Le Bistrot Vinaigrette,,,,,,"Th-Fr 12:00-14:00,19:00-22:00; Sa 19:00-22:00; Su-Mo off",,,,,,,2022-04-17T09:47:05Z,"""name""=>""Le Bistrot Vinaigrette"", ""phone""=>""+33467596171"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""website""=>""https://www.lebistrotvinaigrette.fr/"", ""osm_user""=>"""", ""addr:city""=>""Prades-le-Lez"", ""addr:street""=>""Rue de la Ducque"", ""description""=>""Cave à vins, terrasse. Salle de réception. 3 chambres à louer."", ""osm_version""=>""5"", ""addr:postcode""=>""34730"", ""opening_hours""=>""Th-Fr 12:00-14:00,19:00-22:00; Sa 19:00-22:00; Su-Mo off"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2022-04-17T09:47:05Z"", ""addr:housenumber""=>""182"""
"564910742",,,pub,Charlie's Beer,,,,,,"Jul-Aug: Mo-Su 18:00-02:00;Sep-Jun: Mo-Su 17:00-01:00",,,,,,,2019-05-13T17:23:46Z,"""name""=>""Charlie's Beer"", ""amenity""=>""pub"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""opening_hours""=>""Jul-Aug: Mo-Su 18:00-02:00;Sep-Jun: Mo-Su 17:00-01:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-05-13T17:23:46Z"""
"566630321",,,restaurant,L'Etage,,,,yes,,,,,,,,,2023-05-23T17:07:39Z,"""name""=>""L'Etage"", ""access""=>""private"", ""amenity""=>""restaurant"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""check_date""=>""2023-05-23"", ""wheelchair""=>""yes"", ""osm_version""=>""6"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-05-23T17:07:39Z"", ""diet:vegetarian""=>""yes"""
"579739322",Place des Beaux-Arts,,fast_food,Le Bahut,,,,yes,,"Tu-Sa 11:30-11:30, 14:30-22:30",,,"pizza;burger;sandwich",,,,2023-11-03T23:42:01Z,"""name""=>""Le Bahut"", ""phone""=>""+33628685934"", ""amenity""=>""fast_food"", ""cuisine""=>""pizza;burger;sandwich"", ""osm_uid""=>""0"", ""website""=>""https://lebahut.fr/"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""addr:street""=>""Place des Beaux-Arts"", ""osm_version""=>""7"", ""opening_hours""=>""Tu-Sa 11:30-11:30, 14:30-22:30"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-11-03T23:42:01Z"""
"579739333",,,restaurant,Chez Vincent,,,,yes,,"Tu-Fr 12:00-13:30, 19:30-22:30; Sa-Su 19:00-22:30;Mo off",,,italian,,,,2019-01-31T22:05:41Z,"""name""=>""Chez Vincent"", ""phone""=>""+33 4 67 79 64 62"", ""amenity""=>""restaurant"", ""cuisine""=>""italian"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""4"", ""opening_hours""=>""Tu-Fr 12:00-13:30, 19:30-22:30; Sa-Su 19:00-22:30;Mo off"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2019-01-31T22:05:41Z"", ""contact:facebook""=>""https://fr-fr.facebook.com/ChezVincentMontpellier/"""
"579783589",,,restaurant,Le Petit Grill,,,,,,,,,french,,,,2011-04-26T20:44:07Z,"""name""=>""Le Petit Grill"", ""amenity""=>""restaurant"", ""cuisine""=>""french"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2011-04-26T20:44:07Z"""
"579783607",,,fast_food,Independence Burger,Independence Burger,,,yes,,,,,burger,,,,2020-08-06T13:27:30Z,"""name""=>""Independence Burger"", ""brand""=>""Independence Burger"", ""amenity""=>""fast_food"", ""cuisine""=>""burger"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""takeaway""=>""yes"", ""wheelchair""=>""yes"", ""osm_version""=>""7"", ""official_name""=>""Independence Burger"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-08-06T13:27:30Z"", ""brand:wikipedia""=>""en:Independence Burger"""
"579783622",Boulevard Louis Blanc,"22",cafe,Le Decorum,,,,no,,,,,,,,,2018-07-08T22:00:01Z,"""name""=>""Le Decorum"", ""phone""=>""+33467540225"", ""amenity""=>""cafe"", ""brewery""=>""chouffe;Steenbrugge"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""addr:street""=>""Boulevard Louis Blanc"", ""osm_version""=>""11"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-08T22:00:01Z"", ""outdoor_seating""=>""yes"", ""addr:housenumber""=>""22"", ""height:threshold""=>""30"", ""wheelchair:commodities""=>""no"", ""wheelchair:entrance_width""=>""160"""
"579783634",,,fast_food,Lady Sushi,,,,,,,,,asian,,,,2018-07-08T22:00:01Z,"""name""=>""Lady Sushi"", ""amenity""=>""fast_food"", ""cuisine""=>""asian"", ""osm_uid""=>""0"", ""website""=>""https://lady-sushi.fr/"", ""osm_user""=>"""", ""osm_version""=>""5"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2018-07-08T22:00:01Z"""
"579783677",,,fast_food,Cap Chef,,,,limited,,,,,,,,,2023-10-04T06:21:17Z,"""name""=>""Cap Chef"", ""amenity""=>""fast_food"", ""osm_uid""=>""0"", ""smoking""=>""yes"", ""osm_user""=>"""", ""diet:vegan""=>""no"", ""wheelchair""=>""limited"", ""osm_version""=>""13"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-10-04T06:21:17Z"", ""indoor_seating""=>""no"", ""diet:vegetarian""=>""yes"", ""outdoor_seating""=>""yes"", ""payment:debit_cards""=>""yes"", ""opening_hours:signed""=>""no"", ""payment:credit_cards""=>""yes"", ""check_date:opening_hours""=>""2023-10-04"""
"579783686",Quai des Tanneurs,"2",bar,Le Quartier Généreux,,,,yes,wlan,"We 09:00-22:00; Th-Sa 18:00-23:00",,,,,,,2023-09-14T13:47:49Z,"""name""=>""Le Quartier Généreux"", ""email""=>""contact@quartiergenereux.fr"", ""amenity""=>""bar"", ""brewery""=>""yes"", ""min_age""=>""0"", ""osm_uid""=>""0"", ""website""=>""https://quartiergenereux.fr"", ""osm_user""=>"""", ""addr:city""=>""Montpellier"", ""wheelchair""=>""yes"", ""addr:street""=>""Quai des Tanneurs"", ""description""=>""Le Quartier Généreux est votre café-bar associatif en centre-ville de Montpellier, situé place Albert 1er. Il est résolument tourné vers la ville et le quartier. Il met à l’honneur les initiatives du coin, soutien les associations locales et donne une scè"", ""osm_version""=>""7"", ""addr:postcode""=>""34090"", ""opening_hours""=>""We 09:00-22:00; Th-Sa 18:00-23:00"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2023-09-14T13:47:49Z"", ""internet_access""=>""wlan"", ""addr:housenumber""=>""2"", ""air_conditioning""=>""yes"""
"579814447",Avenue Samuel Champlain,"71",restaurant,Sun Osaka,,,,no,,,,,sushi,,,,2013-08-25T23:04:13Z,"""name""=>""Sun Osaka"", ""amenity""=>""restaurant"", ""cuisine""=>""sushi"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""addr:street""=>""Avenue Samuel Champlain"", ""osm_version""=>""7"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2013-08-25T23:04:13Z"", ""addr:housenumber""=>""71"""
"579814452",,,restaurant,,,,,,,,,,french,,,,2012-01-12T16:59:52Z,"""amenity""=>""restaurant"", ""cuisine""=>""french"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2012-01-12T16:59:52Z"""
"579814506",,,cafe,Welcomedia,,,,no,,,,,,,,,2013-01-07T19:27:08Z,"""name""=>""Welcomedia"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""no"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2013-01-07T19:27:08Z"""
"579814536",,,cafe,Les Trois Grâces,,,,yes,,,,,,,,,2013-01-07T19:25:42Z,"""name""=>""Les Trois Grâces"", ""amenity""=>""cafe"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""wheelchair""=>""yes"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2013-01-07T19:25:42Z"""
